"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 3, -1, 18, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -2, 2, -1, 17, -12, -2]"
"[-97, -1, 2, 1, 18, -12, -2]"
"[-96, 1, 2, 1, 18, -12, -2]"
"[-96, 2, 1, 1, 18, -12, -2]"
"[-94, 4, -1, 1, 18, -10, -2]"
"[-94, 5, -3, 1, 18, -8, -2]"
"[-94, 6, -5, 1, 19, -7, -2]"
"[-94, 7, -7, 1, 22, -7, -2]"
"[-94, 8, -9, 1, 24, -7, -2]"
"[-94, 9, -12, 1, 24, -5, -2]"
"[-94, 10, -14, 1, 26, -3, -2]"
"[-94, 11, -16, 1, 29, -2, -2]"
"[-94, 11, -18, 1, 32, -2, -2]"
"[-94, 12, -19, 1, 35, -2, -2]"
"[-94, 13, -21, 1, 38, -1, -2]"
"[-94, 14, -23, 0, 41, -1, -2]"
"[-94, 15, -25, -1, 45, 0, -2]"
"[-94, 15, -27, -2, 51, 1, -2]"
"[-94, 15, -28, -3, 55, 1, -2]"
"[-94, 15, -29, -3, 58, 1, -2]"
"[-94, 15, -31, -3, 62, 1, -2]"
"[-94, 15, -33, -3, 66, 1, -2]"
"[-94, 15, -34, -3, 69, 2, -2]"
"[-94, 15, -36, -3, 72, 3, -2]"
"[-94, 15, -38, -3, 72, 5, -2]"
"[-94, 15, -38, -3, 72, 6, -2]"
"[-93, 15, -38, -3, 72, 7, -2]"
"[-91, 15, -38, -3, 72, 7, -2]"
"[-89, 15, -38, -3, 72, 7, -2]"
"[-86, 15, -38, -2, 72, 7, -2]"
"[-84, 15, -38, -2, 72, 7, -2]"
"[-81, 15, -38, -2, 72, 7, -2]"
"[-80, 15, -38, -2, 72, 7, -2]"
"[-78, 15, -38, -2, 72, 7, -2]"
"[-75, 15, -38, -3, 72, 7, -2]"
"[-72, 15, -38, -3, 72, 7, -2]"
"[-69, 15, -38, -3, 72, 7, -2]"
"[-66, 15, -38, -3, 72, 7, -2]"
"[-63, 15, -38, -3, 72, 7, -2]"
"[-60, 15, -38, -3, 72, 7, -2]"
"[-57, 15, -38, -3, 72, 7, -2]"
"[-54, 15, -38, -3, 72, 7, -2]"
"[-50, 15, -38, -3, 72, 7, -2]"
"[-46, 15, -38, -3, 72, 7, -2]"
"[-43, 15, -38, -3, 72, 7, -2]"
