"[-98, -1, 1, 3, 24, 3, -3]"
"[-98, -1, 1, 3, 24, 3, -3]"
"[-98, -1, 1, 3, 24, 3, -3]"
"[-98, -1, 1, 3, 24, 3, -3]"
"[-98, -1, 1, 3, 24, 3, -3]"
"[-98, -1, 1, 3, 24, 3, -3]"
"[-98, -1, 1, 3, 24, 3, -3]"
"[-98, -1, 1, 3, 24, 3, -3]"
"[-98, -1, 1, 3, 24, 3, -3]"
"[-98, -1, 1, 3, 24, 3, -3]"
"[-98, -1, 1, 3, 24, 3, -3]"
"[-98, -1, 1, 3, 24, 3, -3]"
"[-98, -1, 1, 3, 24, 3, -3]"
"[-98, -1, 1, 3, 24, 3, -3]"
"[-98, -1, 1, 3, 24, 3, -3]"
"[-98, -1, 1, 3, 23, 3, -3]"
"[-98, -1, 1, 3, 23, 3, -3]"
"[-98, -1, 1, 3, 23, 3, -3]"
"[-98, -1, 1, 3, 22, 3, -3]"
"[-98, -1, 1, 3, 22, 3, -3]"
"[-98, -1, 1, 3, 22, 3, -3]"
"[-98, -1, 1, 3, 22, 3, -3]"
"[-98, -1, 1, 3, 22, 3, -3]"
"[-98, -1, 1, 3, 23, 2, -3]"
"[-98, -1, 1, 3, 23, 1, -3]"
"[-98, 0, 1, 3, 24, 1, -3]"
"[-98, 3, -4, 3, 30, 1, -3]"
"[-98, 9, -9, 3, 34, 1, -3]"
"[-98, 15, -12, 3, 34, 0, -3]"
"[-98, 22, -15, 3, 35, -1, -3]"
"[-98, 28, -20, 3, 37, -1, -3]"
"[-98, 33, -24, 3, 41, -1, -3]"
"[-98, 38, -29, 3, 46, -2, -3]"
"[-98, 41, -33, 3, 50, -2, -3]"
"[-98, 44, -37, 3, 55, -2, -3]"
"[-98, 46, -41, 4, 59, -2, -3]"
"[-98, 50, -46, 5, 65, -2, -3]"
"[-98, 53, -50, 7, 71, -2, -3]"
"[-98, 54, -52, 8, 73, -1, -3]"
"[-98, 54, -52, 9, 73, 1, -3]"
"[-93, 54, -52, 6, 73, 5, -3]"
"[-87, 54, -52, 3, 73, 14, -3]"
"[-80, 54, -52, 1, 73, 21, -3]"
"[-75, 56, -52, 0, 73, 25, -3]"
"[-71, 59, -54, -1, 73, 27, -3]"
"[-68, 62, -56, 0, 73, 27, -3]"
"[-64, 62, -58, 2, 73, 29, -3]"
"[-60, 63, -59, 1, 73, 34, -3]"
"[-54, 64, -59, -1, 73, 40, -3]"
"[-49, 66, -59, -3, 72, 45, -3]"
"[-45, 67, -59, -3, 72, 49, -3]"
"[-43, 69, -61, -3, 72, 50, -3]"
"[-42, 72, -64, -2, 72, 51, -3]"
"[-41, 74, -65, -1, 72, 51, -3]"
"[-40, 75, -65, -1, 71, 52, -3]"
"[-38, 76, -65, -2, 70, 55, -3]"
"[-36, 77, -65, -3, 69, 59, -3]"
"[-35, 79, -67, -3, 69, 61, -3]"
"[-35, 81, -68, -4, 69, 60, -3]"
"[-35, 83, -68, -4, 69, 60, -3]"
"[-35, 83, -68, -4, 70, 58, -3]"
"[-35, 84, -68, -3, 69, 58, -3]"
"[-35, 84, -68, -3, 69, 58, -3]"
"[-35, 85, -68, -3, 69, 58, -3]"
"[-35, 85, -68, -3, 69, 58, -3]"
"[-35, 85, -68, -3, 69, 58, -3]"
"[-35, 85, -68, -3, 69, 59, -3]"
"[-35, 85, -68, -3, 69, 59, -3]"
"[-35, 85, -68, -2, 69, 59, -3]"
"[-35, 85, -68, -2, 69, 59, -2]"
"[-35, 85, -68, -2, 69, 59, -2]"
"[-35, 85, -68, -2, 69, 59, -1]"
"[-35, 85, -68, -2, 69, 59, 1]"
"[-35, 84, -68, -3, 69, 58, 8]"
"[-35, 84, -68, -3, 69, 57, 20]"
"[-35, 84, -68, -3, 70, 57, 32]"
"[-35, 84, -68, -3, 71, 58, 49]"
"[-35, 84, -68, -3, 72, 60, 67]"
"[-35, 84, -68, -3, 72, 62, 82]"
"[-35, 84, -68, -3, 72, 62, 92]"
"[-35, 84, -68, -3, 71, 61, 98]"
"[-35, 84, -68, -3, 71, 61, 100]"
"[-35, 84, -68, -3, 70, 61, 100]"
"[-35, 84, -68, -3, 70, 61, 100]"
"[-35, 84, -68, -3, 70, 61, 100]"
"[-35, 84, -65, -3, 66, 61, 100]"
"[-35, 84, -63, -3, 64, 61, 100]"
"[-35, 84, -62, -3, 63, 61, 100]"
"[-35, 84, -62, -3, 63, 61, 100]"
"[-35, 85, -62, -3, 63, 61, 100]"
"[-35, 87, -62, -3, 63, 61, 100]"
"[-35, 87, -62, -3, 63, 62, 100]"
"[-35, 87, -62, -3, 63, 63, 100]"
"[-35, 87, -62, -3, 63, 64, 100]"
"[-35, 87, -62, -2, 62, 64, 100]"
"[-35, 87, -60, -2, 59, 63, 100]"
"[-35, 87, -59, -2, 58, 63, 100]"
"[-35, 87, -59, -2, 58, 63, 100]"
"[-35, 88, -59, -2, 58, 63, 100]"
"[-35, 88, -59, -2, 58, 63, 100]"
