4,0,1,10,17,-14,0,54,8,183,-164,78,-156,0
101,21,-7,10,2,-2,-1,-18,89,226,143,77,-116,-1
101,65,-18,11,-42,-6,0,-29,206,241,111,87,-155,0
101,78,-27,7,-44,-6,0,-44,257,240,-149,88,-52,0
107,95,-28,4,-61,-6,0,-79,279,186,-110,86,-6,0
119,99,-27,26,-65,-14,68,-107,266,166,-135,84,-39,68
119,99,-27,25,-61,-8,98,-109,265,159,168,81,-95,98
119,107,-27,26,-70,-8,99,-108,269,135,-170,83,-76,99
118,111,-32,25,-70,-8,99,-113,294,132,-168,85,-74,99
117,114,-36,25,-70,-8,99,-119,309,123,-167,85,-73,99
117,114,-37,25,-70,-8,99,-117,312,125,-169,86,-76,99
117,114,-38,26,-70,-8,69,-117,314,126,-170,86,-78,69
117,114,-38,26,-70,-8,56,-117,314,126,-172,86,-79,56
117,114,-38,26,-70,-7,56,-116,315,127,169,86,-99,56
117,105,-37,27,-65,-8,56,-115,310,170,103,86,-164,56
117,83,-37,29,-44,-17,56,-105,277,258,104,85,-159,56
117,72,-45,49,-27,-40,56,-96,261,322,130,84,-134,56
117,61,-37,60,-25,-51,56,-72,217,317,145,83,-120,56
117,51,-25,56,-29,-50,56,-46,174,289,163,86,-105,56
117,38,-14,56,-30,-52,56,-25,132,266,-158,89,-66,56
108,38,-12,50,-28,-49,56,-9,132,255,-122,86,-35,56
80,38,-12,8,-21,-11,56,28,132,257,-94,86,-17,56
58,54,-12,-30,-38,22,56,65,155,235,-156,87,-80,56
38,56,-12,-41,-43,30,56,103,134,231,-169,86,-103,56
21,63,-12,-60,-64,37,56,118,122,225,-72,90,0,56
12,70,-14,-75,-69,41,56,131,112,209,151,82,-131,56
12,80,-23,-79,-70,35,56,173,123,210,-161,80,-79,56
12,93,-32,-79,-70,32,56,221,133,188,-174,79,-92,56
12,102,-37,-78,-70,25,56,250,139,167,-155,77,-73,56
12,102,-37,-77,-70,-19,56,251,139,168,-105,40,-19,56
12,102,-37,-76,-70,-20,56,253,139,169,-104,39,-19,56
12,102,-37,-79,-70,-65,56,249,139,167,-102,-6,-6,56
12,102,-37,-80,-70,-93,56,248,139,166,-105,-32,1,56
12,102,-37,-81,-70,-106,56,247,139,166,-108,-45,7,56
12,102,-37,-83,-67,-111,56,247,138,160,-116,-49,14,56
10,100,-37,-83,-66,-120,56,248,130,171,-124,-60,22,56
9,97,-37,-90,-66,-117,56,240,125,179,-128,-59,29,56
9,97,-37,-90,-66,-120,56,240,124,179,-133,-62,35,56
9,97,-37,-90,-66,-120,56,239,124,179,-134,-62,35,56
9,97,-37,-90,-66,-120,56,239,124,179,-134,-62,35,56
9,96,-37,-86,-69,-120,56,241,126,188,-125,-64,26,56
9,96,-37,-90,-69,-120,56,236,126,185,-129,-63,33,56
9,96,-37,-96,-69,-120,56,230,124,180,-135,-62,43,56
9,96,-37,-86,-69,-120,56,241,126,189,-124,-64,26,56
9,96,-37,-91,-69,-120,56,236,125,185,-130,-63,34,56
9,96,-37,-99,-59,-120,56,236,118,166,-152,-56,55,56
9,95,-37,-89,-69,-120,56,237,125,188,-130,-64,32,56
9,95,-37,-82,-69,-120,56,245,126,195,-119,-65,17,56
9,94,-37,-100,-54,-120,56,239,114,168,-161,-55,59,56
9,94,-37,-82,-69,-120,56,242,126,202,-120,-67,19,56
9,94,-37,-98,-60,-120,56,234,118,178,-153,-59,55,56
9,92,-37,-100,-67,-120,56,223,121,191,-148,-62,56,56
9,90,-37,-73,-69,-120,56,246,124,229,-103,-70,-4,56
9,90,-36,-100,-59,-120,56,223,116,188,-159,-59,60,56
9,91,-36,-99,-56,-120,56,228,114,179,-160,-57,59,56
9,92,-36,-99,-58,-120,56,227,115,175,-156,-57,57,56
9,89,-36,-93,-60,-120,56,227,118,195,-152,-63,51,56
9,90,-36,-76,-69,-120,56,238,123,220,-109,-69,3,56
17,90,-36,-98,-49,-119,56,220,137,180,-166,-55,65,56
17,90,-36,-61,-69,-120,56,238,148,234,-86,-65,-22,56
17,95,-36,-83,-65,-120,56,224,153,182,-128,-62,31,56
17,94,-35,-89,-62,-120,56,217,149,177,-139,-60,44,56
17,93,-35,-57,-69,-120,56,246,148,220,-86,-61,-25,56
17,94,-35,-80,-60,-120,56,228,150,183,-132,-61,29,56
17,94,-35,-92,-56,-120,56,218,144,171,-151,-57,53,56
17,94,-35,-44,-69,-111,56,261,141,224,-81,-45,-39,56
17,94,-35,-45,-69,-62,56,260,142,223,-84,3,-31,56
17,94,-35,-72,-69,-120,56,229,153,204,-104,-63,3,56
17,95,-35,-60,-69,-120,56,245,151,207,-92,-60,-17,56
17,94,-35,-96,-50,-117,56,221,139,159,-156,-51,55,56
17,91,-35,-85,-69,-96,56,210,152,204,-108,-45,13,56
17,67,-35,-80,-70,4,56,160,136,304,-91,32,-6,56
24,59,-35,-79,-64,36,56,124,145,327,-87,57,-1,56
108,38,-12,50,-28,-49,56,-9,132,255,-122,86,-35,56
80,38,-12,8,-21,-11,56,28,132,257,-94,86,-17,56
58,54,-12,-30,-38,22,56,65,155,235,-156,87,-80,56
