"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, 0, 0, -4, 22, -2, -2]"
"[-97, -2, 3, -4, 22, -2, -2]"
"[-97, -2, 3, -4, 20, -2, -2]"
"[-97, -2, 3, -4, 20, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -2, 3, -4, 19, -2, -2]"
"[-97, -1, 3, -4, 18, -2, -2]"
"[-97, 2, 3, -4, 16, -2, -2]"
"[-96, 5, 1, -4, 14, -2, -2]"
"[-96, 7, -1, -4, 17, -2, -2]"
"[-95, 11, -4, -4, 20, -1, -2]"
"[-94, 13, -7, -4, 25, 1, -2]"
"[-92, 16, -10, -4, 30, 4, -2]"
"[-89, 19, -12, -4, 34, 7, -2]"
"[-86, 20, -15, -4, 37, 8, -2]"
"[-83, 21, -16, -4, 39, 11, -2]"
"[-79, 23, -17, -5, 41, 15, -2]"
"[-75, 25, -18, -6, 43, 19, -2]"
"[-71, 27, -20, -7, 47, 24, -2]"
"[-68, 29, -22, -7, 51, 29, -2]"
"[-64, 31, -24, -7, 54, 33, -2]"
"[-61, 32, -26, -8, 56, 36, -2]"
"[-58, 32, -27, -8, 58, 39, -2]"
"[-55, 32, -27, -9, 60, 42, -2]"
"[-52, 32, -28, -9, 63, 46, -2]"
"[-49, 32, -29, -10, 66, 50, -2]"
"[-45, 32, -30, -10, 67, 55, -2]"
"[-42, 32, -30, -12, 69, 60, -2]"
"[-40, 32, -30, -12, 69, 64, -2]"
"[-39, 33, -30, -12, 69, 65, -2]"
"[-38, 36, -32, -11, 71, 65, -2]"
"[-36, 39, -34, -11, 73, 67, -2]"
"[-34, 41, -36, -11, 73, 70, -2]"
"[-32, 43, -37, -11, 73, 71, -2]"
"[-29, 46, -37, -11, 73, 73, -2]"
"[-26, 48, -37, -12, 73, 76, -2]"
"[-24, 51, -38, -12, 73, 78, -2]"
"[-24, 54, -41, -13, 73, 80, -2]"
"[-24, 57, -44, -13, 73, 80, -2]"
"[-24, 58, -46, -13, 73, 80, -2]"
"[-24, 58, -46, -13, 72, 80, -2]"
"[-24, 58, -46, -13, 72, 80, -2]"
"[-24, 58, -46, -13, 72, 80, -2]"
"[-24, 58, -46, -13, 72, 80, -2]"
"[-24, 58, -46, -12, 72, 80, -2]"
"[-24, 58, -46, -11, 72, 82, -2]"
"[-24, 58, -47, -10, 71, 82, -2]"
"[-24, 60, -47, -9, 69, 80, -2]"
"[-24, 62, -50, -6, 71, 80, -2]"
"[-24, 64, -54, -5, 72, 80, -2]"
"[-24, 66, -56, -5, 73, 80, -2]"
"[-24, 69, -58, -4, 73, 81, -2]"
"[-24, 72, -60, -4, 73, 81, -2]"
"[-24, 74, -62, -4, 73, 81, -2]"
"[-24, 76, -63, -4, 73, 81, -2]"
"[-24, 77, -64, -4, 73, 81, -2]"
"[-24, 77, -65, -4, 73, 81, -2]"
"[-24, 78, -65, -5, 73, 82, -2]"
"[-24, 80, -66, -5, 73, 83, -2]"
"[-24, 81, -66, -6, 73, 83, -2]"
"[-24, 82, -67, -6, 73, 83, -2]"
"[-24, 83, -67, -6, 72, 80, -2]"
"[-24, 84, -67, -6, 72, 79, -2]"
"[-24, 85, -67, -6, 71, 79, -2]"
"[-24, 86, -67, -6, 71, 78, -2]"
"[-24, 86, -67, -6, 71, 78, -2]"
"[-24, 87, -67, -7, 70, 78, -2]"
"[-24, 87, -67, -7, 70, 78, -2]"
"[-24, 87, -67, -7, 70, 78, -2]"
"[-24, 87, -67, -7, 70, 78, -2]"
"[-24, 88, -67, -7, 70, 78, -2]"
"[-24, 88, -67, -7, 70, 78, -2]"
"[-24, 88, -67, -7, 70, 78, -1]"
"[-24, 88, -67, -6, 70, 76, 4]"
"[-24, 88, -67, -6, 70, 75, 18]"
"[-24, 88, -67, -6, 71, 75, 35]"
"[-24, 88, -67, -6, 72, 75, 42]"
"[-24, 88, -67, -7, 72, 75, 42]"
"[-24, 88, -67, -7, 72, 75, 41]"
"[-24, 88, -67, -7, 72, 75, 42]"
"[-24, 88, -67, -6, 73, 75, 45]"
"[-24, 88, -67, -6, 73, 75, 50]"
"[-24, 88, -67, -6, 72, 75, 51]"
"[-24, 88, -67, -6, 72, 75, 50]"
"[-24, 88, -67, -6, 72, 75, 50]"
"[-24, 89, -67, -7, 72, 77, 49]"
"[-24, 89, -67, -7, 72, 76, 48]"
"[-24, 90, -67, -7, 72, 76, 48]"
"[-24, 91, -67, -7, 72, 76, 48]"
"[-24, 92, -67, -7, 72, 75, 48]"
"[-24, 92, -67, -7, 71, 75, 48]"
"[-24, 92, -67, -7, 71, 75, 48]"
"[-24, 92, -67, -7, 71, 75, 48]"
"[-24, 92, -67, -7, 71, 75, 48]"
"[-24, 92, -66, -7, 70, 75, 48]"
"[-24, 92, -65, -7, 69, 75, 48]"
"[-24, 92, -65, -7, 69, 75, 48]"
"[-24, 92, -65, -7, 69, 74, 48]"
"[-24, 92, -65, -7, 69, 74, 48]"
"[-24, 92, -65, -7, 69, 74, 48]"
"[-24, 92, -65, -7, 69, 74, 48]"
